x	y	data
6.0	4.0	1.1411016095752267
7.0	4.0	1.2278280382882285
8.0	4.0	0.30083924114825733
9.0	4.0	-0.9730195983225093
10.0	4.0	-2.2650184371259043
11.0	4.0	-2.0832623116750693
12.0	4.0	-2.3577812948983206
13.0	4.0	-2.3392260737832378
14.0	4.0	-1.012241198632497
15.0	4.0	0.05999826769733307
16.0	4.0	0.195568177319819
17.0	4.0	0.44050669452401237
18.0	4.0	0.7900059194847633
19.0	4.0	0.9368130449979686
20.0	4.0	0.9759401170937192
21.0	4.0	1.0109970293425714
22.0	4.0	1.2286204765282744
23.0	4.0	1.200863235231131
24.0	4.0	0.9713267362667061
25.0	4.0	0.8863609677231624
26.0	4.0	0.7652379381546288
27.0	4.0	1.0
28.0	4.0	1.0
1.0	5.0	1.0
2.0	5.0	1.0
3.0	5.0	1.0
4.0	5.0	1.0
5.0	5.0	1.1515960294649745
6.0	5.0	1.462644609091678
7.0	5.0	0.8575142978088209
8.0	5.0	-0.518344830116122
9.0	5.0	-2.771036823736434
10.0	5.0	-4.3698666731413285
11.0	5.0	-5.572402995581727
12.0	5.0	-5.415954128271598
13.0	5.0	-5.778977077094331
14.0	5.0	-4.950872552206979
15.0	5.0	-3.0648167123354675
16.0	5.0	-1.009652489083932
17.0	5.0	-1.8228933614545637
18.0	5.0	-1.4110294788064721
19.0	5.0	-1.615291864720797
20.0	5.0	-0.15697069526684554
21.0	5.0	2.9453147493202687
22.0	5.0	3.393568558761432
23.0	5.0	3.7480101858239454
24.0	5.0	-0.15484153615813043
25.0	5.0	-4.097522276052409
26.0	5.0	-3.604052494751096
27.0	5.0	0.816861439095385
28.0	5.0	0.9997526035411259
1.0	6.0	1.0
2.0	6.0	1.0
3.0	6.0	1.0
4.0	6.0	1.0
5.0	6.0	2.250123641775654
6.0	6.0	3.201647994462967
7.0	6.0	1.5052087655516277
8.0	6.0	-1.4447271390390204
9.0	6.0	-4.923993109659236
10.0	6.0	-8.131574027739216
11.0	6.0	-8.91287621766254
12.0	6.0	-7.961146507691423
13.0	6.0	-9.162968715316797
14.0	6.0	-6.944236186244336
15.0	6.0	-4.548205108983194
16.0	6.0	-4.116656949919709
17.0	6.0	-3.119149123649764
18.0	6.0	-2.153676434679982
19.0	6.0	-1.6926421007825174
20.0	6.0	-0.031220006583063377
21.0	6.0	4.348192363342161
22.0	6.0	8.883781694102531
23.0	6.0	7.284408135110628
24.0	6.0	-1.6209070362654538
25.0	6.0	-7.905289973064874
26.0	6.0	-4.6221868610539865
27.0	6.0	-0.23813406238187587
28.0	6.0	0.9798664771224052
1.0	7.0	1.0
2.0	7.0	1.0
3.0	7.0	1.0
4.0	7.0	1.0
5.0	7.0	2.251141549813832
6.0	7.0	3.029681838805395
7.0	7.0	0.8051260714932237
8.0	7.0	-3.407085681599998
9.0	7.0	-8.907369725851625
10.0	7.0	-11.15707326185376
11.0	7.0	-13.190445407207841
12.0	7.0	-11.577322565516125
13.0	7.0	-9.374478523204148
14.0	7.0	-5.7531401997200735
15.0	7.0	-5.518849829863244
16.0	7.0	-7.714942367527936
17.0	7.0	-5.535453625400699
18.0	7.0	-3.2845933256503437
19.0	7.0	-0.7518748771804121
20.0	7.0	2.8011155713839377
21.0	7.0	10.775051080629064
22.0	7.0	15.832310209269432
23.0	7.0	11.137827985798587
24.0	7.0	-2.559676564588046
25.0	7.0	-8.256471694224782
26.0	7.0	-6.763473318810361
27.0	7.0	-0.8083957706809979
28.0	7.0	0.9394846600971787
1.0	8.0	1.0
2.0	8.0	1.0
3.0	8.0	1.0
4.0	8.0	1.0006737937468138
5.0	8.0	2.3857576579625634
6.0	8.0	-0.03975912144019377
7.0	8.0	-3.83229615985534
8.0	8.0	-7.828071232907452
9.0	8.0	-14.518907564718033
10.0	8.0	-14.373222471503889
11.0	8.0	-16.208142307005232
12.0	8.0	-19.778328757623548
13.0	8.0	-15.215439280695366
14.0	8.0	-7.793358443353159
15.0	8.0	-8.807214174478785
16.0	8.0	-8.405126869965589
17.0	8.0	-9.68245162724461
18.0	8.0	-5.1756255982260395
19.0	8.0	0.8052495733473659
20.0	8.0	8.523074096647036
21.0	8.0	15.732937268388044
22.0	8.0	19.76070602245148
23.0	8.0	11.923945078440884
24.0	8.0	-0.8150085619018929
25.0	8.0	-11.915822589219657
26.0	8.0	-11.477814214784313
27.0	8.0	-1.5649250021869656
28.0	8.0	0.8780849932226575
1.0	9.0	1.0
2.0	9.0	1.0
3.0	9.0	1.0
4.0	9.0	1.0035732405514068
5.0	9.0	2.614473400555777
6.0	9.0	-2.314527164750153
7.0	9.0	-12.688458327344266
8.0	9.0	-22.28886691090254
9.0	9.0	-26.47860390547663
10.0	9.0	-23.16828294406809
11.0	9.0	-20.90203509622767
12.0	9.0	-27.58801379045179
13.0	9.0	-18.582163114312376
14.0	9.0	-8.32338712406983
15.0	9.0	-7.797699771133032
16.0	9.0	-7.348165510701208
17.0	9.0	-12.87632591634664
18.0	9.0	-5.641117774178288
19.0	9.0	7.142063104814978
20.0	9.0	14.705491945488983
21.0	9.0	20.089343591186676
22.0	9.0	20.30762497908893
23.0	9.0	17.108533148338886
24.0	9.0	3.010641189610768
25.0	9.0	-13.893852726072538
26.0	9.0	-12.778667849789901
27.0	9.0	-2.6396078708662674
28.0	9.0	0.8679633129924924
1.0	10.0	1.0
2.0	10.0	1.0
3.0	10.0	1.0
4.0	10.0	1.266856255656117
5.0	10.0	3.742074396793028
6.0	10.0	-1.5322695865572165
7.0	10.0	-24.54136104318884
8.0	10.0	-35.913689946972156
9.0	10.0	-37.61757021317893
10.0	10.0	-27.51899035450829
11.0	10.0	-27.3277971523456
12.0	10.0	-30.43962432571103
13.0	10.0	-19.260552636480252
14.0	10.0	-15.193138521927992
15.0	10.0	-7.514730626122659
16.0	10.0	-8.76628160477719
17.0	10.0	-15.238104527117814
18.0	10.0	-6.263080537879139
19.0	10.0	10.081077017848495
20.0	10.0	17.844973241663016
21.0	10.0	22.178868011314048
22.0	10.0	25.55151492003124
23.0	10.0	20.803750997947652
24.0	10.0	7.006849907578335
25.0	10.0	-14.334266752480913
26.0	10.0	-18.152980512202205
27.0	10.0	-3.0110196939396823
28.0	10.0	0.8542236245193661
1.0	11.0	1.0
2.0	11.0	1.0
3.0	11.0	1.0491693069203167
4.0	11.0	1.3739982443885808
5.0	11.0	6.464930080363561
6.0	11.0	2.9311814582616895
7.0	11.0	-25.15630347739435
8.0	11.0	-47.59632006900449
9.0	11.0	-45.16289559425702
10.0	11.0	-30.789410459370025
11.0	11.0	-24.443826395345077
12.0	11.0	-27.52459195070835
13.0	11.0	-14.493985511823421
14.0	11.0	-15.990547828377434
15.0	11.0	-9.661187227619799
16.0	11.0	-15.038844375742682
17.0	11.0	-13.622605202574555
18.0	11.0	2.153114802024086
19.0	11.0	12.659103259632138
20.0	11.0	14.926361928891753
21.0	11.0	19.50789393242862
22.0	11.0	24.768543562459154
23.0	11.0	21.42829572073769
24.0	11.0	4.193878603381866
25.0	11.0	-23.213453857091267
26.0	11.0	-32.19383092854313
27.0	11.0	-5.416566021886422
28.0	11.0	-0.6266736443633768
1.0	12.0	1.0
2.0	12.0	1.0
3.0	12.0	1.1161806029226116
4.0	12.0	2.541522568587184
5.0	12.0	10.150587332607552
6.0	12.0	8.677008077519357
7.0	12.0	-25.738522320670427
8.0	12.0	-55.816632606628325
9.0	12.0	-49.69800107286248
10.0	12.0	-28.227203443708195
11.0	12.0	-12.90271366854211
12.0	12.0	-12.416569274644264
13.0	12.0	-1.0153415815401934
14.0	12.0	-1.010013318051506
15.0	12.0	-6.322849079467118
16.0	12.0	-10.115461159395116
17.0	12.0	-9.672163031584752
18.0	12.0	-7.258332262807388
19.0	12.0	1.3656365855063068
20.0	12.0	9.007158620486214
21.0	12.0	14.94780584935311
22.0	12.0	16.269351016969733
23.0	12.0	13.040958127171372
24.0	12.0	-6.273506984327198
25.0	12.0	-29.182967791312016
26.0	12.0	-35.30223857924775
27.0	12.0	-8.249461483467389
28.0	12.0	0.4548053524172458
1.0	13.0	1.0
2.0	13.0	1.0
3.0	13.0	1.5330357387554414
4.0	13.0	4.305702392502953
5.0	13.0	15.766645685977581
6.0	13.0	16.783940005227866
7.0	13.0	-20.80467144066543
8.0	13.0	-50.7807651482194
9.0	13.0	-40.07539687687944
10.0	13.0	-18.929497386477856
11.0	13.0	2.8583490902124873
12.0	13.0	6.353022088516805
13.0	13.0	17.769067033319192
14.0	13.0	18.617046035509503
15.0	13.0	9.44146769942964
16.0	13.0	6.960512342728805
17.0	13.0	-5.599188004789301
18.0	13.0	-10.530931162444016
19.0	13.0	-8.596260308627912
20.0	13.0	-2.4457289704616585
21.0	13.0	7.78544972496322
22.0	13.0	11.773933511699543
23.0	13.0	5.084757029459154
24.0	13.0	-5.597170662623491
25.0	13.0	-24.425706075826408
26.0	13.0	-29.772053814229594
27.0	13.0	-8.795198746154046
28.0	13.0	0.41944378880601835
1.0	14.0	1.0
2.0	14.0	1.0
3.0	14.0	3.5870121091093257
4.0	14.0	6.14711699075646
5.0	14.0	23.112758218571933
6.0	14.0	27.186633073470944
7.0	14.0	-10.82895492970291
8.0	14.0	-37.44743396471425
9.0	14.0	-22.41841694017454
10.0	14.0	-8.812635857272628
11.0	14.0	4.647053095535758
12.0	14.0	17.430818850886453
13.0	14.0	35.60760908183801
14.0	14.0	46.9371524627111
15.0	14.0	50.88745155401605
16.0	14.0	40.398574785110235
17.0	14.0	12.896973643075846
18.0	14.0	-5.730530996411266
19.0	14.0	-6.628944294432493
20.0	14.0	7.349185620715027
21.0	14.0	9.445065348141279
22.0	14.0	13.66356053784789
23.0	14.0	8.93839124339805
24.0	14.0	-4.843730664084849
25.0	14.0	-32.01005975835374
26.0	14.0	-30.728616775782893
27.0	14.0	-7.507993669758985
28.0	14.0	0.09680585180029835
1.0	15.0	1.0
2.0	15.0	1.015450852358559
3.0	15.0	1.5740427269952955
4.0	15.0	7.371269494052413
5.0	15.0	25.019516624168432
6.0	15.0	30.842860976691963
7.0	15.0	-0.8405356852682289
8.0	15.0	-21.96533782711084
9.0	15.0	-17.198347395812704
10.0	15.0	-4.89166047471527
11.0	15.0	12.158812642689085
12.0	15.0	26.13766917796127
13.0	15.0	53.920198960608204
14.0	15.0	66.73941415068408
15.0	15.0	54.0925686300344
16.0	15.0	34.5843403780861
17.0	15.0	20.684949043790642
18.0	15.0	10.183910765060613
19.0	15.0	5.504878245606982
20.0	15.0	11.488161973524644
21.0	15.0	19.0374455039657
22.0	15.0	20.884113233592352
23.0	15.0	13.37862461566958
24.0	15.0	-4.954807590281513
25.0	15.0	-29.671932117164662
26.0	15.0	-28.56407745621745
27.0	15.0	-9.584614575578692
28.0	15.0	-0.026013219536679243
1.0	16.0	1.0
2.0	16.0	1.0222900477083177
3.0	16.0	1.4083822530277765
4.0	16.0	5.593782621794232
5.0	16.0	24.76052665610343
6.0	16.0	40.6100838122707
7.0	16.0	0.16120800804475643
8.0	16.0	-22.38427348392794
9.0	16.0	-19.41249982866369
10.0	16.0	-5.491316131665817
11.0	16.0	11.237226839908168
12.0	16.0	24.18355101761462
13.0	16.0	35.43510014624443
14.0	16.0	31.64714761459819
15.0	16.0	14.214417807885223
16.0	16.0	-5.070448804144926
17.0	16.0	-4.254275755087707
18.0	16.0	3.3513001225399033
19.0	16.0	11.055540479132352
20.0	16.0	25.943451147693242
21.0	16.0	26.432873318907067
22.0	16.0	26.37022110236559
23.0	16.0	13.775294872886036
24.0	16.0	-4.156337420466879
25.0	16.0	-24.891809850727217
26.0	16.0	-25.929821123645677
27.0	16.0	-9.301496423273564
28.0	16.0	-0.2839597857951356
1.0	17.0	1.0
2.0	17.0	1.0032004543091888
3.0	17.0	1.9355310236879764
4.0	17.0	4.7491065457396475
5.0	17.0	23.54854193450689
6.0	17.0	41.216407537363885
7.0	17.0	3.7899136816536076
8.0	17.0	-25.490217196188496
9.0	17.0	-26.79675188263625
10.0	17.0	-16.470320471972514
11.0	17.0	-8.451289246416298
12.0	17.0	-4.940656718643697
13.0	17.0	-4.229940466877782
14.0	17.0	-5.305924183271927
15.0	17.0	-13.229812477281536
16.0	17.0	-16.976376395067987
17.0	17.0	-25.713725843546626
18.0	17.0	-11.674088965393386
19.0	17.0	5.507979897986829
20.0	17.0	23.205782360149172
21.0	17.0	30.766484243708042
22.0	17.0	26.774355417119967
23.0	17.0	11.580887341134035
24.0	17.0	-3.6188059439682605
25.0	17.0	-16.286059911161576
26.0	17.0	-15.291117257674145
27.0	17.0	-4.167797256881099
28.0	17.0	-0.07941103698916965
1.0	18.0	1.0
2.0	18.0	1.0
3.0	18.0	1.1707359739149474
4.0	18.0	4.766579830310575
5.0	18.0	20.87990247212537
6.0	18.0	45.45345521052763
7.0	18.0	9.569655681920153
8.0	18.0	-25.726276036593983
9.0	18.0	-25.917287511924556
10.0	18.0	-23.71119977784875
11.0	18.0	-20.557048784930622
12.0	18.0	-23.24655758106562
13.0	18.0	-21.752504215421574
14.0	18.0	-19.79116534307053
15.0	18.0	-26.210075132528463
16.0	18.0	-38.63180562555598
17.0	18.0	-37.86094810390248
18.0	18.0	-19.666943418728916
19.0	18.0	0.8730564722093725
20.0	18.0	15.820459117421017
21.0	18.0	29.884331952844104
22.0	18.0	26.971733461299834
23.0	18.0	18.85857330185907
24.0	18.0	7.994707349820627
25.0	18.0	-4.98708257979624
26.0	18.0	-6.625306164057534
27.0	18.0	-2.3078791207060223
28.0	18.0	0.31392084549883265
1.0	19.0	1.0
2.0	19.0	1.0
3.0	19.0	1.0133322282075263
4.0	19.0	4.06350024793048
5.0	19.0	19.49326214373459
6.0	19.0	45.97204510263153
7.0	19.0	21.140924902716645
8.0	19.0	-8.231693635425588
9.0	19.0	-16.863866889980336
10.0	19.0	-17.20106273889877
11.0	19.0	-23.07203154238287
12.0	19.0	-25.42976994283146
13.0	19.0	-30.308340848537163
14.0	19.0	-28.324996472381862
15.0	19.0	-34.03331536162785
16.0	19.0	-39.680319627539234
17.0	19.0	-34.71165031544077
18.0	19.0	-16.543716223555034
19.0	19.0	0.9180302349682283
20.0	19.0	11.774821725653483
21.0	19.0	25.25367981229551
22.0	19.0	25.665393223660978
23.0	19.0	18.9230625978217
24.0	19.0	9.083946889265093
25.0	19.0	3.2269061036476727
26.0	19.0	-2.155544689912408
27.0	19.0	-0.797817120911359
28.0	19.0	0.5362366873081129
1.0	20.0	1.0
2.0	20.0	1.0
3.0	20.0	1.006610040028923
4.0	20.0	2.8926798706788714
5.0	20.0	20.560510266425556
6.0	20.0	42.6546356478752
7.0	20.0	24.77014455942662
8.0	20.0	3.2948678928453714
9.0	20.0	-9.221422235592845
10.0	20.0	-15.981194825592882
11.0	20.0	-22.471882265234136
12.0	20.0	-28.471993442927744
13.0	20.0	-24.092266260035707
14.0	20.0	-22.75285636496414
15.0	20.0	-30.714447590893293
16.0	20.0	-34.50660452241892
17.0	20.0	-26.850186960563292
18.0	20.0	-13.389991725746517
19.0	20.0	0.6542228109183771
20.0	20.0	9.532390875550856
21.0	20.0	18.521476836591276
22.0	20.0	22.547694106720044
23.0	20.0	16.240678996551576
24.0	20.0	8.679244431925756
25.0	20.0	3.697480122923425
26.0	20.0	-0.18354604251102102
27.0	20.0	0.3051804901104944
28.0	20.0	0.7536028062670985
1.0	21.0	1.0
2.0	21.0	1.0
3.0	21.0	1.0015675984461563
4.0	21.0	1.737381936976444
5.0	21.0	14.968399871613528
6.0	21.0	33.29186231881059
7.0	21.0	20.037699475658115
8.0	21.0	4.251965943345168
9.0	21.0	-8.539596689272795
10.0	21.0	-17.483903947730873
11.0	21.0	-24.167790254787857
12.0	21.0	-21.830614689274913
13.0	21.0	-17.12369209349648
14.0	21.0	-16.65005255963094
15.0	21.0	-22.533746463846217
16.0	21.0	-24.90559106016556
17.0	21.0	-21.72468913435078
18.0	21.0	-12.415721378541354
19.0	21.0	0.379444686840859
20.0	21.0	9.80191790408979
21.0	21.0	14.645918617444881
22.0	21.0	18.510643797786926
23.0	21.0	12.783333354176179
24.0	21.0	6.657769186909656
25.0	21.0	3.834568954369907
26.0	21.0	0.5355557050912377
27.0	21.0	0.7514936417813937
28.0	21.0	0.8930170818586208
1.0	22.0	1.0
2.0	22.0	1.0
3.0	22.0	1.0
4.0	22.0	1.2009639618936319
5.0	22.0	9.289296606874593
6.0	22.0	21.61221420849014
7.0	22.0	10.718727510908653
8.0	22.0	1.5848365002047273
9.0	22.0	-7.141236551611997
10.0	22.0	-17.064667557083883
11.0	22.0	-16.693362025588193
12.0	22.0	-16.06972993357823
13.0	22.0	-13.232677833355675
14.0	22.0	-13.646407434736622
15.0	22.0	-18.786444108206336
16.0	22.0	-20.789134228138064
17.0	22.0	-15.198283404262368
18.0	22.0	-10.265651968428912
19.0	22.0	1.1059986587501291
20.0	22.0	7.79752050074958
21.0	22.0	10.021810777036213
22.0	22.0	11.938113493876791
23.0	22.0	7.0359970648086945
24.0	22.0	3.9050292350126776
25.0	22.0	3.280590685348136
26.0	22.0	0.5358256005227177
27.0	22.0	0.7186794868330517
28.0	22.0	0.915141742146742
1.0	23.0	1.0
2.0	23.0	1.0
3.0	23.0	1.0
4.0	23.0	1.0915944700809668
5.0	23.0	6.121094010848631
6.0	23.0	13.562720365661063
7.0	23.0	7.561772608266462
8.0	23.0	1.0529313202742792
9.0	23.0	-5.739972316503158
10.0	23.0	-9.183089281831935
11.0	23.0	-7.687963883855958
12.0	23.0	-9.886271209077758
13.0	23.0	-8.820455544476657
14.0	23.0	-9.729290557473325
15.0	23.0	-13.289592067892627
16.0	23.0	-13.4090298817839
17.0	23.0	-9.289605602870044
18.0	23.0	-5.4375461434147825
19.0	23.0	1.9118794632838112
20.0	23.0	5.416037146981586
21.0	23.0	5.5105984311765175
22.0	23.0	5.324215369629835
23.0	23.0	3.086575528902147
24.0	23.0	1.7309359980041132
25.0	23.0	0.9943365076050648
26.0	23.0	0.4584587796570187
27.0	23.0	0.682130428001767
28.0	23.0	0.8365791852575313
1.0	24.0	1.0
2.0	24.0	1.0
3.0	24.0	1.0
4.0	24.0	1.011690358578669
5.0	24.0	3.7358865010950186
6.0	24.0	8.868863244366016
7.0	24.0	7.304951602223346
8.0	24.0	1.979952929079468
9.0	24.0	-3.062968429922927
10.0	24.0	-3.032128715795152
11.0	24.0	-3.580585181878845
12.0	24.0	-3.728362297849247
13.0	24.0	-3.4307217334787286
14.0	24.0	-5.908676430042258
15.0	24.0	-7.414820152367336
16.0	24.0	-4.928716340271074
17.0	24.0	-1.8346796237746712
18.0	24.0	-1.9386415211896704
19.0	24.0	0.917991000970612
20.0	24.0	4.418502033564478
21.0	24.0	4.408843311864388
22.0	24.0	3.395220631686189
23.0	24.0	2.145318454114325
24.0	24.0	1.1249140196244178
25.0	24.0	1.0019835523300247
26.0	24.0	0.9845434155427981
27.0	24.0	0.96749847017065
28.0	24.0	0.9656218614628389
1.0	25.0	1.0
2.0	25.0	1.0
3.0	25.0	1.0
4.0	25.0	1.0
5.0	25.0	1.4364778506644582
6.0	25.0	4.128944190132493
7.0	25.0	3.2565737096962426
8.0	25.0	1.2636963953861677
9.0	25.0	0.37288451246624016
10.0	25.0	0.5042486231354777
11.0	25.0	-0.3621630209503961
12.0	25.0	0.4390888170112064
13.0	25.0	0.21641260563473402
14.0	25.0	-3.7993084067063565
15.0	25.0	-2.0060828655883562
16.0	25.0	-1.1084749156564866
17.0	25.0	0.5995856081779332
18.0	25.0	-1.5688480745765756
19.0	25.0	0.41494864086190114
20.0	25.0	3.387107744741197
21.0	25.0	3.534576124147241
22.0	25.0	3.0970851214054202
23.0	25.0	2.0038538813186166
24.0	25.0	0.9838599624164827
25.0	25.0	0.9943690594492488
26.0	25.0	0.9905200278936983
27.0	25.0	1.0
28.0	25.0	1.0
1.0	26.0	1.0
2.0	26.0	1.0
3.0	26.0	1.0
4.0	26.0	1.0
5.0	26.0	1.0
6.0	26.0	1.2449874326428962
7.0	26.0	1.000909508683719
8.0	26.0	0.9790586038342843
9.0	26.0	0.9519078625808403
10.0	26.0	0.5140471854565148
11.0	26.0	-0.008024728716368567
12.0	26.0	0.9671530173623236
13.0	26.0	0.4931674175184085
14.0	26.0	-1.9725910426117754
15.0	26.0	-0.9374899924598078
16.0	26.0	0.49794447413631476
17.0	26.0	0.9984542978158347
18.0	26.0	-0.345835957955244
19.0	26.0	0.2966204727877537
20.0	26.0	1.7252897620312952
21.0	26.0	1.563032308506501
22.0	26.0	2.9948929541816276
23.0	26.0	2.0580952530750785
24.0	26.0	1.0082234194036714
25.0	26.0	1.024336007779186
26.0	26.0	1.0
27.0	26.0	1.0
28.0	26.0	1.0
1.0	27.0	1.0
2.0	27.0	1.0
3.0	27.0	1.0
4.0	27.0	1.0
5.0	27.0	1.0
6.0	27.0	1.0047199263895499
7.0	27.0	1.0
8.0	27.0	1.0005789965291307
9.0	27.0	1.0
10.0	27.0	0.3487788608606558
11.0	27.0	0.42986184756199114
12.0	27.0	0.9917525826496324
13.0	27.0	0.6030412400623044
14.0	27.0	0.4263128148809201
15.0	27.0	1.003253411142091
16.0	27.0	1.0013013645307205
17.0	27.0	1.000005010312276
18.0	27.0	0.3830272401779387
19.0	27.0	-0.10731707252156399
20.0	27.0	1.0000252008695265
21.0	27.0	1.0000596794183372
22.0	27.0	1.0064911867248065
23.0	27.0	1.0000273433621811
24.0	27.0	1.0061775040391412
25.0	27.0	1.0042120024043608
26.0	27.0	1.0
27.0	27.0	1.0
28.0	27.0	1.0
1.0	28.0	1.0
2.0	28.0	1.0
3.0	28.0	1.0
4.0	28.0	1.0
5.0	28.0	1.0
6.0	28.0	1.0
7.0	28.0	1.0
8.0	28.0	1.0
9.0	28.0	1.0
10.0	28.0	0.14491763367521537
11.0	28.0	0.7708129628877147
12.0	28.0	0.9659938342983123
13.0	28.0	0.8716236115327277
14.0	28.0	1.0
15.0	28.0	1.0
16.0	28.0	1.0
17.0	28.0	1.0
18.0	28.0	1.0008616557655161
19.0	28.0	1.0499787153571019
20.0	28.0	1.0264662902509278
21.0	28.0	1.000905455704346
22.0	28.0	1.0
23.0	28.0	1.0
24.0	28.0	1.0
25.0	28.0	1.0
26.0	28.0	1.0
27.0	28.0	1.0
28.0	28.0	1.0
